Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
342018178,2019,67 900 km,Automat,Elektrisitet,4 305 kr (avgifter),23.10.2019,Blå,Forhjulsdrift,0 Hk,0 l,1 540 kg,0 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,EB67508,WVWZZZAUZLW904119,0 kg
342009113,2019,73 000 km,Automat,Bensin,1 476 kr (avgifter),11.06.2019,Rød,Firehjulsdrift,360 Hk,5.3 l,2 430 kg,290 g/km,3,Pickup,4,1,Norge,Bruktbil til salgs,Varebil,DR66175,1GCUYEED8KZ345570,3 500 kg
341997903,2019,22 490 km,Manuell,Diesel,1 476 kr (avgifter),09.10.2018,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,152 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR56415,WV1ZZZ2KZKX003624,1 450 kg
341380959,2007,285 000 km,Manuell,Diesel,1 231 kr (avgifter),01.11.2006,Rød,Firehjulsdrift,136 Hk,2.5 l,1 900 kg,228 g/km,2,Pickup,2,5,Norge,Bruktbil til salgs,Varebil,RZ29193,MMBCNKB407D039324,2 700 kg
341966128,2014,107 155 km,Manuell,Diesel,4 305 kr (avgifter),30.11.2013,Svart,Forhjulsdrift,116 Hk,1.6 l,1 315 kg,112 g/km,5,Flerbruksbil,4,2,Norge,Bruktbil til salgs,Personbil,ZH40028,WF0JXXWPBJDK68188,1 200 kg
341783757,2013,93 600 km,Manuell,Diesel,1 476 kr (avgifter),30.01.2013,Sølv,Forhjulsdrift,105 Hk,1.6 l,1 370 kg,133 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,HJ92308,ZFA26300009088963,1 000 kg
341783509,2014,356 500 km,Automat,Diesel,Ikke oppgitt (avgifter),05.05.2014,Grå,Firehjulsdrift,170 Hk,2.1 l,1 660 kg,151 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,DP99550,WDD2042841G276359,1 800 kg
341120448,2006,166 500 km,Manuell,Diesel,1 845 kr (avgifter),14.07.2006,Svart,Firehjulsdrift,109 Hk,2 l,1 690 kg,216 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,DL37613,JSAHTX83V00314331,1 850 kg
341041056,2012,131 500 km,Manuell,Diesel,4 305 kr (avgifter),16.05.2012,Rød,Forhjulsdrift,114 Hk,1.6 l,1 384 kg,0 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,CV64152,JMZBLA4Y611504192,1 300 kg
340465356,2013,64 600 km,Manuell,Bensin,3 074 kr (avgifter),22.08.2013,Beige,Forhjulsdrift,83 Hk,1.2 l,970 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,RK66091,NLHBA51BADZ210301,850 kg
339982193,2011,181 000 km,Manuell,Diesel,1 845 kr (avgifter),24.03.2011,Svart,Forhjulsdrift,116 Hk,2 l,1 645 kg,139 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SV10224,WF0GXXGBBGBC56591,1 800 kg
339864130,2008,185 600 km,Manuell,Bensin,1 845 kr (avgifter),24.01.2008,Grå,Bakhjulsdrift,143 Hk,2 l,1 505 kg,144 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BR61097,WBAVR31020A149836,1 250 kg
338715701,2012,140 900 km,Automat,Diesel,1 845 kr (avgifter),25.01.2012,Svart,Forhjulsdrift,110 Hk,1.5 l,1 360 kg,110 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DN82054,VF1KZ090E45961318,1 500 kg
338309615,2012,151 500 km,Automat,Diesel,1 845 kr (avgifter),28.06.2012,Svart,Forhjulsdrift,163 Hk,2 l,1 760 kg,159 g/km,7,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Personbil,LJ47483,WF0SXXGBWSCK17764,1 800 kg
331398839,2007,246 000 km,Automat,Diesel,Fritatt (avgifter),22.11.2006,Grå,Forhjulsdrift,163 Hk,2.4 l,1 653 kg,209 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,JD44284,YV1SW694071644755,1 800 kg
337449378,2012,185 000 km,Manuell,Diesel,1 845 kr (avgifter),22.02.2012,Grå,Forhjulsdrift,131 Hk,2 l,1 816 kg,119 g/km,7,Flerbruksbil,5,4,Norge,Bruktbil til salgs,Personbil,XN38161,W0LPD9EM0C2049239,1 150 kg
334174062,2010,119 900 km,Manuell,Diesel,1 777 kr (avgifter),28.05.2010,Blå,Forhjulsdrift,109 Hk,1.6 l,1 319 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,SV18997,YV1MW76E2A2578681,1 300 kg
332035031,2012,158 000 km,Manuell,Diesel,Fritatt (avgifter),30.10.2012,Brun,Forhjulsdrift,116 Hk,1.7 l,1 415 kg,135 g/km,5,SUV/Offroad,4,5,Norge,Bruktbil til salgs,Personbil,NF57875,TMAJT81UACJ229865,1 200 kg
328870921,2012,161 800 km,Automat,Diesel,1 845 kr (avgifter),15.08.2012,Blå,Forhjulsdrift,111 Hk,1.6 l,1 615 kg,120 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,NV65235,VF7RW9HR8CL505930,1 300 kg
322429045,2012,61 000 km,Manuell,Bensin,1 845 kr (avgifter),30.03.2012,Blå,Bakhjulsdrift,99 Hk,1.3 l,1 146 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,AE34039,LUCGG3740B3206000,1 000 kg
307131694,2008,242 700 km,Automat,Bensin,1 777 kr (avgifter),09.10.2007,Grå,Bakhjulsdrift,190 Hk,2.5 l,1 695 kg,184 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,RJ76990,WBAPU31060CT77978,1 800 kg
257913472,2012,141 000 km,Manuell,Bensin,1 845 kr (avgifter),05.03.2012,Brun,Forhjulsdrift,105 Hk,1.2 l,1 424 kg,149 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,DP23114,WVGZZZ1TZCW091471,1 300 kg
323742449,2015,113 926 km,Manuell,Bensin,Fritatt (avgifter),23.01.2015,Svart,Forhjulsdrift,116 Hk,1.2 l,1 377 kg,129 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,SV57528,SJNFEAJ11U1191127,1 200 kg
322037141,2013,127 500 km,Manuell,Bensin,4 147 kr (avgifter),05.11.2013,Svart,Forhjulsdrift,122 Hk,1.4 l,1 426 kg,152 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,KT86729,WVGZZZ5NZDW501244,1 600 kg
338292831,2015,182 566 km,Manuell,Diesel,1 476 kr (avgifter),29.01.2016,Svart,Forhjulsdrift,125 Hk,2.2 l,1 881 kg,197 g/km,3,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,AS47279,WF0YXXTTGYFM27486,2 500 kg
341893626,2017,113 990 km,Manuell,Diesel,1 476 kr (avgifter),02.02.2017,Hvit,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,SV78078,VF7VFAHKHGZ083599,2 500 kg
340966067,2014,170 100 km,Automat,Diesel,4 305 kr (avgifter),18.08.2014,Svart,Forhjulsdrift,131 Hk,1.6 l,1 530 kg,119 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,AE42045,SJNFDAJ11U1175547,1 400 kg
340253818,2013,152 100 km,Automat,Bensin,4 305 kr (avgifter),25.09.2013,Rød,Forhjulsdrift,145 Hk,1.8 l,1 471 kg,0 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,DP36598,SB1EG76L50E089714,1 600 kg
340164354,2013,188 000 km,Automat,Bensin,1 845 kr (avgifter),25.09.2012,Brun,Forhjulsdrift,200 Hk,2 l,1 502 kg,180 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,BS55509,TMBJH93T0D9020807,1 600 kg
338541713,2017,170 000 km,Automat,Bensin,4 305 kr (avgifter),18.01.2017,Grå,Forhjulsdrift,131 Hk,1.2 l,1 317 kg,115 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,AE50739,VF73AHNYTGJ843169,1 350 kg
337999397,2011,288 000 km,Manuell,Diesel,1 231 kr (avgifter),19.05.2011,Blå,Firehjulsdrift,117 Hk,2.5 l,1 875 kg,246 g/km,3,Kasse,5,3,Norge,Bruktbil til salgs,Varebil,PX54780,JT121JK2800028945,2 000 kg
336768569,2016,75 000 km,Manuell,Bensin,3 074 kr (avgifter),21.10.2016,Svart,Forhjulsdrift,110 Hk,1.2 l,1 025 kg,100 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,DR14649,VF70PHNZBGE563631,825 kg
334146821,2014,194 000 km,Manuell,Diesel,4 305 kr (avgifter),03.02.2014,Brun,Firehjulsdrift,140 Hk,2 l,1 581 kg,139 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,RK72590,WVWZZZ3CZEE083752,2 000 kg
331925749,2011,213 451 km,Automat,Diesel,1 777 kr (avgifter),05.07.2010,Svart,Firehjulsdrift,140 Hk,2 l,1 600 kg,169 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,KT79345,WVGZZZ5NZBW004250,2 200 kg
325662065,2014,97 000 km,Automat,Bensin,3 074 kr (avgifter),14.03.2014,Grå,Forhjulsdrift,120 Hk,1.2 l,1 180 kg,125 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DP46588,VF12R401E50572758,1 200 kg
320769985,2016,116 000 km,Automat,Bensin,4 305 kr (avgifter),01.07.2015,Svart,Forhjulsdrift,110 Hk,1.2 l,1 275 kg,116 g/km,5,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,BD91348,WVWZZZAUZGW503215,1 300 kg
341041009,2011,192 130 km,Automat,Diesel,1 845 kr (avgifter),07.11.2011,Hvit,Bakhjulsdrift,136 Hk,2.1 l,1 590 kg,145 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,BS34386,WDD2040011A528357,1 800 kg
340850493,2011,224 000 km,Automat,Diesel,1 845 kr (avgifter),04.02.2011,Grå,Bakhjulsdrift,163 Hk,2 l,1 790 kg,139 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,JD58287,WBAMX11050C882604,2 000 kg
340786976,2006,188 000 km,Manuell,Diesel,1 845 kr (avgifter),17.03.2006,Grå,Firehjulsdrift,116 Hk,2.5 l,2 065 kg,285 g/km,7,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,YE75047,JMBLNV74W6J000339,3 300 kg
340300143,2008,295 000 km,Automat,Diesel,1 845 kr (avgifter),03.07.2008,Svart,Firehjulsdrift,190 Hk,3 l,2 185 kg,254 g/km,5,SUV/Offroad,5,11,Norge,Bruktbil til salgs,Personbil,BR69254,WDC1641201A389088,3 500 kg
323754481,2013,317 000 km,Automat,Diesel,1 422 kr (avgifter),23.04.2013,Sølv,Firehjulsdrift,179 Hk,2 l,1 903 kg,219 g/km,2,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,UR89144,WV1ZZZ7HZDH104988,2 500 kg
340129165,2013,118 300 km,Manuell,Diesel,4 305 kr (avgifter),09.07.2014,Sølv,Forhjulsdrift,105 Hk,1.6 l,1 464 kg,133 g/km,5,Stasjonsvogn,4,1,Norge,Bruktbil til salgs,Personbil,UF64072,TMBJJ73T5D9032959,1 500 kg
334704182,2013,128 000 km,Automat,Bensin,4 305 kr (avgifter),21.02.2013,Grå,Forhjulsdrift,147 Hk,1.8 l,1 471 kg,154 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,RK58187,SB1EG76L70E078522,1 600 kg
341368948,2014,193 615 km,Automat,Bensin,4 305 kr (avgifter),30.10.2014,Grå,Forhjulsdrift,147 Hk,1.8 l,1 430 kg,154 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,SD73711,SB1EG76L20E101432,1 600 kg
341113576,2018,7 800 km,Manuell,Bensin,3 074 kr (avgifter),16.05.2018,Blå,Forhjulsdrift,86 Hk,1.2 l,980 kg,110 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,RL31870,MAJUXXMTKUGT56368,300 kg
341049347,2013,169 600 km,Manuell,Diesel,4 305 kr (avgifter),07.10.2013,Grå,Forhjulsdrift,114 Hk,1.6 l,1 576 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,ZA13985,YV1FW84A1D1136749,1 300 kg
340888297,2013,243 900 km,Automat,Diesel,1 845 kr (avgifter),30.11.2012,Grå,Forhjulsdrift,163 Hk,2 l,1 739 kg,149 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,CF67502,YV1BW88A0D1264307,1 600 kg
329150174,2012,103 000 km,Manuell,Diesel,1 845 kr (avgifter),30.05.2012,Hvit,Forhjulsdrift,110 Hk,1.5 l,1 320 kg,137 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,RK 46933,SJNFCAJ10U2523688,1 200 kg
340098407,2016,137 940 km,Manuell,Diesel,1 476 kr (avgifter),30.08.2016,Hvit,Forhjulsdrift,75 Hk,1.5 l,1 388 kg,111 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,TV90895,WF0RXXWPGRGD84161,1 200 kg
338292571,2011,214 000 km,Manuell,Diesel,1 845 kr (avgifter),25.08.2011,Svart,Forhjulsdrift,163 Hk,2 l,1 765 kg,152 g/km,7,Flerbruksbil,4,4,Norge,Bruktbil til salgs,Personbil,RK 35660,WF0SXXGBWSBY40521,1 800 kg
338413116,2009,276 500 km,Automat,Diesel,1 845 kr (avgifter),23.02.2009,Grå,Bakhjulsdrift,170 Hk,2.1 l,1 565 kg,187 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,UR83609,WDB2110081B333168,1 900 kg
337292465,2014,243 397 km,Automat,Diesel,Fritatt (avgifter),24.03.2014,Hvit,Firehjulsdrift,140 Hk,2 l,1 632 kg,162 g/km,5,SUV/Offroad,5,7,Norge,Bruktbil til salgs,Personbil,AJ79387,WF0AXXWPMAEL31877,2 100 kg
336927702,2014,135 000 km,Automat,Diesel,4 305 kr (avgifter),06.11.2013,Brun,Forhjulsdrift,116 Hk,2 l,1 472 kg,134 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,ZH39884,WF0LXXGCBLDK87654,1 500 kg
332822905,2011,127 643 km,Manuell,Diesel,Fritatt (avgifter),11.11.2010,Grå,Forhjulsdrift,140 Hk,2 l,1 747 kg,146 g/km,7,Flerbruksbil,4,2,Norge,Bruktbil til salgs,Personbil,SD53771,WVWZZZ7NZBV009981,2 200 kg
333013180,2016,75 000 km,Manuell,Bensin,1 476 kr (avgifter),18.11.2016,Rød,Forhjulsdrift,84 Hk,1.2 l,1 206 kg,134 g/km,2,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,ZT51896,WV1ZZZ2KZHX061685,1 300 kg
328089423,2012,152 300 km,Automat,Diesel,1 845 kr (avgifter),19.07.2012,Grå,Forhjulsdrift,112 Hk,1.6 l,1 420 kg,114 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UF54864,VF7KF9HR8CS516298,1 400 kg
277728040,2014,72 000 km,Manuell,Diesel,2 880 kr (avgifter),23.01.2014,Grå,Forhjulsdrift,92 Hk,1.6 l,1 090 kg,93 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,DP43746,VF3LB9HPADS253281,1 300 kg
315596522,2014,161 000 km,Automat,Diesel,4 305 kr (avgifter),09.12.2013,Svart,Forhjulsdrift,105 Hk,1.6 l,1 335 kg,104 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,CF72487,WVWZZZAUZEP535209,1 500 kg
316068050,2013,204 913 km,Automat,Diesel,4 147 kr (avgifter),26.11.2013,Rød,Firehjulsdrift,140 Hk,2 l,1 703 kg,162 g/km,5,SUV/Offroad,4,4,Norge,Bruktbil til salgs,Personbil,AJ78797,WF0AXXWPMADG22470,2 100 kg
340853837,2017,147 606 km,Manuell,Diesel,1 476 kr (avgifter),08.09.2017,Hvit,Forhjulsdrift,125 Hk,1.6 l,1 743 kg,155 g/km,3,Kasse,6,5,Norge,Bruktbil til salgs,Varebil,PR43884,VF1FL000556751292,2 000 kg
340187596,2017,174 000 km,Manuell,Diesel,1 476 kr (avgifter),31.05.2017,Grå,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,6,5,Norge,Bruktbil til salgs,Varebil,AJ86690,VF3VFAHKHHZ039104,2 500 kg
339299453,2016,79 500 km,Manuell,Bensin,3 074 kr (avgifter),11.03.2016,Sølv,Forhjulsdrift,110 Hk,1.2 l,1 054 kg,110 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,PR35236,TMBEN6NJ8GZ128097,1 100 kg
341755348,2012,131 000 km,Automat,Diesel,1 845 kr (avgifter),01.12.2011,Blå,Forhjulsdrift,105 Hk,1.6 l,1 265 kg,109 g/km,5,Kombi 5-dørs,4,3,Norge,Bruktbil til salgs,Personbil,BS36226,WVWZZZ1KZCW175478,1 400 kg
341752844,2017,181 000 km,Manuell,Diesel,1 476 kr (avgifter),05.09.2017,Rød,Firehjulsdrift,150 Hk,2 l,1 745 kg,173 g/km,3,Kasse,6,1,Norge,Bruktbil til salgs,Varebil,RZ40748,VF3VFAHXHHZ050985,2 500 kg
338297520,2010,194 200 km,Manuell,Diesel,1 777 kr (avgifter),12.06.2010,Hvit,Bakhjulsdrift,136 Hk,2 l,1 395 kg,119 g/km,4,Coupe,2,2,Norge,Bruktbil til salgs,Personbil,BR 98211,WBAUR11080VN69710,1 200 kg
342050426,2013,149 200 km,Manuell,Diesel,4 305 kr (avgifter),23.04.2013,Grå,Forhjulsdrift,114 Hk,1.6 l,1 416 kg,99 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,DP24514,YV1MZ8451D2006527,1 300 kg
341902723,2015,115 000 km,Manuell,Diesel,1 476 kr (avgifter),08.04.2015,Hvit,Forhjulsdrift,75 Hk,1.6 l,1 343 kg,139 g/km,2,Kasse,1,1,Norge,Bruktbil til salgs,Varebil,PX60340,WV1ZZZ2KZFX092352,1 400 kg
340863148,2017,116 200 km,Manuell,Diesel,1 476 kr (avgifter),11.12.2017,Hvit,Forhjulsdrift,75 Hk,1.5 l,1 416 kg,111 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,XD87830,WF0RXXWPGRHP27704,1 200 kg
341518189,2010,159 000 km,Automat,Bensin,1 845 kr (avgifter),07.06.2010,Hvit,Firehjulsdrift,150 Hk,2 l,1 470 kg,195 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,BR96005,SHSRE58509U007380,1 500 kg
340611823,2013,221 000 km,Automat,Diesel,4 305 kr (avgifter),16.01.2013,Grå,Firehjulsdrift,150 Hk,2.2 l,1 603 kg,144 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,NV65770,JMZKEN91800140594,2 000 kg
340067527,2016,99 200 km,Manuell,Diesel,3 074 kr (avgifter),03.11.2016,Grå,Forhjulsdrift,100 Hk,1.6 l,1 200 kg,94 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,FT55532,VF3LCBHYBGS261017,1 200 kg
341515081,2013,202 000 km,Automat,Diesel,4 305 kr (avgifter),05.09.2013,Hvit,Forhjulsdrift,150 Hk,2.2 l,1 430 kg,129 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,HJ93645,JMZGJ691821119456,1 600 kg
340802623,2014,189 800 km,Manuell,Bensin,4 672 kr (avgifter),16.10.2013,Hvit,Forhjulsdrift,140 Hk,1.4 l,1 197 kg,121 g/km,5,Stasjonsvogn,4,3,Norge,Bruktbil til salgs,Personbil,AS38424,TMBJC9NE4E0075974,1 500 kg
340478861,2004,251 319 km,Automat,Diesel,1 845 kr (avgifter),06.01.2004,Grønn,Firehjulsdrift,163 Hk,2.4 l,2 185 kg,242 g/km,7,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,BP87574,YV1CZ799741089002,2 250 kg
339451211,2013,128 426 km,Manuell,Bensin,3 074 kr (avgifter),15.03.2013,Svart,Forhjulsdrift,105 Hk,1.2 l,1 160 kg,116 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,LY74059,WVWZZZAUZDP046898,1 300 kg
338225470,2010,207 700 km,Manuell,Diesel,Ikke oppgitt (avgifter),11.02.2010,Svart,Firehjulsdrift,150 Hk,2.2 l,1 595 kg,159 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,PP86808,JTMBC33V60D031433,2 000 kg
338108830,2011,121 000 km,Manuell,Diesel,1 845 kr (avgifter),16.09.2011,Rød,Forhjulsdrift,116 Hk,1.8 l,1 420 kg,145 g/km,5,Kombi 5-dørs,4,6,Norge,Bruktbil til salgs,Personbil,AA60217,JMBXJGA6WBZ434402,1 400 kg
337863682,2009,242 000 km,Manuell,Diesel,1 845 kr (avgifter),03.06.2009,Sølv,Firehjulsdrift,170 Hk,2 l,1 730 kg,175 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,BS32502,WAUZZZ8R09A049451,2 000 kg
333988777,2014,68 000 km,Manuell,Bensin,3 074 kr (avgifter),07.07.2014,Hvit,Forhjulsdrift,80 Hk,1 l,980 kg,99 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,SV53144,WF0DXXGAKDEU02800,650 kg
327330856,2013,175 000 km,Manuell,Diesel,4 147 kr (avgifter),09.12.2013,Sølv,Forhjulsdrift,116 Hk,1.8 l,1 415 kg,125 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,AJ79091,JMBXJGA6WDZ403516,1 400 kg
313141994,2015,112 000 km,Manuell,Bensin,2 961 kr (avgifter),23.03.2015,Blå,Forhjulsdrift,110 Hk,1.2 l,1 054 kg,110 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,SV59929,TMBEN6NJ1FZ037350,1 100 kg
341022225,2012,272 200 km,Automat,Diesel,Fritatt (avgifter),23.04.2012,Blå,Firehjulsdrift,163 Hk,2.1 l,1 930 kg,237 g/km,3,Kasse,6,6,Norge,Bruktbil til salgs,Varebil,LJ46435,WDF63960513727400,2 500 kg
341956484,2010,81 400 km,Automat,Diesel,1 845 kr (avgifter),09.09.2010,Rød,Forhjulsdrift,105 Hk,1.6 l,1 467 kg,129 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,YN56140,WVWZZZ1KZAW561381,1 400 kg
341930943,2014,93 000 km,Manuell,Diesel,1 476 kr (avgifter),13.03.2014,Hvit,Forhjulsdrift,75 Hk,1.6 l,1 343 kg,139 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,RK73863,WV1ZZZ2KZEX091427,1 400 kg
341930618,2014,77 600 km,Manuell,Diesel,1 476 kr (avgifter),02.09.2013,Hvit,Forhjulsdrift,75 Hk,1.6 l,1 343 kg,139 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,RK66059,WV1ZZZ2KZEX024131,1 400 kg
341864421,2010,80 000 km,Manuell,Diesel,1 845 kr (avgifter),06.05.2010,Sølv,Forhjulsdrift,105 Hk,1.6 l,1 314 kg,99 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,DN40987,WVWZZZ1KZAW387998,1 400 kg
341762068,2011,80 100 km,Automat,Diesel,Fritatt (avgifter),07.06.2011,Grå,Forhjulsdrift,111 Hk,1.6 l,1 497 kg,129 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,CF60017,VF30U9HR8BS081007,1 090 kg
341723116,2007,145 500 km,Automat,Bensin,1 845 kr (avgifter),18.12.2006,Svart,Firehjulsdrift,150 Hk,2 l,1 470 kg,195 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,CF40519,SHSRE58507U003104,1 500 kg
341488671,2013,141 018 km,Automat,Bensin,4 305 kr (avgifter),13.09.2012,Brun,Forhjulsdrift,105 Hk,1.2 l,1 295 kg,154 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,RK50887,TMBJF75L7D6022935,1 200 kg
342176603,2016,126 051 km,Manuell,Bensin,4 305 kr (avgifter),29.09.2015,Svart,Forhjulsdrift,132 Hk,1.6 l,1 379 kg,147 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,CF80979,TMAJ3811AGJ006194,1 400 kg
342175650,2016,145 763 km,Automat,Diesel,4 305 kr (avgifter),06.06.2016,Svart,Firehjulsdrift,150 Hk,2.2 l,1 495 kg,144 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,YT72134,JMZKEN91800457066,2 000 kg
342159774,2016,83 640 km,Automat,Bensin,3 074 kr (avgifter),25.05.2016,Blå,Firehjulsdrift,120 Hk,1.6 l,1 190 kg,130 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,TS28528,TSMJYB22S00415292,1 200 kg
342176273,2021,49 800 km,Automat,Diesel,2 336 kr (avgifter),02.11.2021,Grå,Firehjulsdrift,190 Hk,2 l,2 180 kg,209 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,CV99710,W1V44760313853814,2 500 kg
342175461,2021,8 366 km,Automat,Diesel,2 336 kr (avgifter),20.01.2021,Blå,Firehjulsdrift,163 Hk,1.9 l,2 010 kg,241 g/km,2,Pickup,5,1,Norge,Bruktbil til salgs,Varebil,BE25429,MPATFS87JMT000377,3 500 kg
342148824,2021,57 938 km,Automat,El + Bensin,7 129 kr (avgifter),26.05.2021,Grå,Firehjulsdrift,186 Hk,2 l,1 527 kg,148 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,YT75508,JMZDMFWHA00212472,1 300 kg
342090433,2021,20 100 km,Automat,El + Bensin,4 672 kr (avgifter),09.07.2021,Hvit,Forhjulsdrift,116 Hk,1.5 l,1 090 kg,98 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,BU27123,VNKKBAC320A132001,450 kg
342357481,2013,123 857 km,Manuell,Bensin,1 845 kr (avgifter),20.11.2012,Svart,Forhjulsdrift,135 Hk,1.6 l,1 305 kg,149 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,AS35002,U5YPC814ADL253799,1 200 kg
342328446,2013,165 100 km,Automat,Bensin,1 845 kr (avgifter),28.09.2012,Brun,Forhjulsdrift,140 Hk,1.4 l,1 378 kg,154 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,HT11499,W0LPE6EC0D8006926,1 400 kg
